sport,Vilket land vann VM i herrfotboll 2018?,Frankrike,Kroatien,Brasilien,Tyskland
sport,Vilket land har vunnit flest VM-guld i herrfotboll?,Brasilien,Tyskland,Italien,Argentina
sport,Vem gjorde det berömda "Guds hand"-målet 1986?,Diego Maradona,Pelé,Zinedine Zidane,Cristiano Ronaldo
sport,Vilket land vann damernas första VM 1991?,USA,Norge,Tyskland,Sverige
sport,Vad heter arenan där FC Barcelona spelar sina hemmamatcher?,Camp Nou,Santiago Bernabéu,Old Trafford,San Siro
sport,Vem är all time-leading målskytt i Champions League?,Cristiano Ronaldo,Lionel Messi,Robert Lewandowski,Karim Benzema
sport,Vilket svenskt lag har flest SM-guld i herrallsvenskan?,Malmö FF,IFK Göteborg,AIK,IFK Norrköping
sport,Vem vann Ballon d’Or flest gånger fram till 2023?,Lionel Messi,Cristiano Ronaldo,Pelé,Michel Platini
sport,Vem blev världsmästare i fotboll 1958 när VM spelades i Sverige?,Brasilien,Tyskland,Sverige,Argentina
sport,Vem gjorde hattrick i VM-finalen 1966?,Geoff Hurst,Gerd Müller,Pelé,Paolo Rossi
sport,Vem var Sveriges förbundskapten vid VM 1994?,Tommy Svensson,Lars Lagerbäck,Erik Hamrén,Roy Hodgson
sport,I vilket land spelades EM 2021?,Spelades i flera länder,Frankrike,England,Tyskland
sport,Vilken klubb vann Champions League säsongen 1999?,Manchester United,Real Madrid,AC Milan,Juventus
sport,Vad heter arenan där Real Madrid spelar?,Santiago Bernabéu,Camp Nou,Metropolitano,La Cartuja
sport,Vem gjorde flest mål i VM 2002?,Ronaldo,Mirolsav Klose,Thierry Henry,Rivaldo
sport,Vem vann Damernas VM 2019?,USA,Nederländerna,Sverige,Tyskland
sport,Vad heter den största arenan i England?,Wembley,Old Trafford,Emirates,Tottenham Stadium
sport,Vem var förbundskapten för Sveriges damer vid OS 2016?,Pia Sundhage,Thomas Dennerby,Lars Lagerbäck,Peter Gerhardsson
sport,Vilket lag kallas "Gunners"?,Arsenal,Chelsea,Liverpool,Tottenham
sport,Vad heter Italiens största stadion?,San Siro,Stadio Olimpico,Juventus Stadium,San Paolo
sport,Vem var Sveriges målvakt i VM 1994?,Thomas Ravelli,Magnus Hedman,Andreas Isaksson,Rami Shaaban
sport,Vilket land vann EM 1992 i Sverige?,Danmark,Tyskland,Holland,England
sport,Vem vann VM i herrfotboll 2014?,Tyskland,Brasilien,Argentina,Spanien
sport,Vad heter klubben från Dortmund?,Borussia Dortmund,Bayern München,Schalke 04,Hamburg
sport,I vilket land spelades VM 2010?,Sydafrika,Brasilien,Tyskland,Ryssland
sport,Vem gjorde finalmålet för Spanien i VM 2010?,Andrés Iniesta,Fernando Torres,David Villa,Carles Puyol
sport,Vem vann EM 2004?,Grekland,Portugal,Frankrike,Tjeckien
sport,Vem gjorde flest mål i Allsvenskan totalt?,Sven Jonasson,Henrik Larsson,Marcus Berg,Martin Dahlin
sport,Vem vann Champions League 2020?,Bayern München,PSG,Real Madrid,Chelsea
sport,Vilket år spelades första VM i herrfotboll?,1930,1928,1932,1934
sport,Vilket land arrangerade VM 1970?,Mexiko,Argentina,Tyskland,Spanien
sport,Vilket lag vann Allsvenskan 2020?,Malmö FF,AIK,Hammarby,IFK Norrköping
sport,Vem vann skytteligan i VM 2014?,James Rodríguez,Thomas Müller,Lionel Messi,Neymar
sport,Vilket år vann Sverige OS-guld i fotboll?,1948,1952,1936,1956
sport,I vilken stad ligger Stade de France?,Paris,Marseille,Lyon,Nice
sport,Vem gjorde mest mål i VM genom tiderna?,Miroslav Klose,Ronaldo,Pelé,Harry Kane
sport,Vem vann herrarnas VM 2006?,Italien,Frankrike,Tyskland,Spanien
sport,Vilken klubb vann Champions League flest gånger?,Real Madrid,AC Milan,Liverpool,Bayern München
sport,Vilket svenskt lag kallas "Blåvitt"?,IFK Göteborg,AIK,Hammarby,Elfsborg
sport,Vad heter Tysklands nationalarena?,Olympiastadion Berlin,Allianz Arena,Signal Iduna Park,Commerzbank Arena
sport,Vad heter VM-bucklan i fotboll?,Jules Rimet Trophy,FIFA Gold Cup,World Football Cup,Golden Boot
sport,Vem blev känd för uttrycket "han sliter ont" under VM 1994?,Arne Hegerfors,Bengt Grive,Lasse Granqvist,Bo Hansson
sport,Vem gjorde 13 mål i VM 1958?,Just Fontaine,Pelé,Gerd Müller,Ronaldo
sport,Vad heter Sveriges nuvarande nationalarena?,Friends Arena,Råsunda,Ullevi,Stockholms Stadion
sport,Vem gjorde hattrick i VM-finalen 2022?,Kylian Mbappé,Lionel Messi,Olivier Giroud,Neymar
sport,Vad heter Nederländernas spelare känd som "The Flying Dutchman"?,Robin van Persie,Johan Cruyff,Ruud Gullit,Patrick Kluivert
sport,Vad heter turneringen för Sydamerikas landslag?,Copa América,CONCACAF Gold Cup,Afrikanska mästerskapen,Asian Cup
sport,Vad heter den största arenan i världen?,Rungrado 1st of May Stadium,Wembley,Camp Nou,Maracanã
sport,Vem vann damernas VM 2003?,Tyskland,USA,Norge,Kanada
sport,Vem kallas "Zlatan"?,Zlatan Ibrahimović,Henrik Larsson,Marcus Berg,Alexander Isak
sport,Vem vann herrarnas VM 1998?,Frankrike,Brasilien,Tyskland,Argentina
sport,Vem vann EM 2016?,Portugal,Frankrike,Tyskland,Spanien
sport,Vem vann skytteligan i VM 2018?,Harry Kane,Romelu Lukaku,Kylian Mbappé,Cristiano Ronaldo
sport,Vad heter arenan där Manchester United spelar?,Old Trafford,Anfield,Etihad,Stamford Bridge
sport,Vem räddade två straffar i semifinalen 1994 mot Rumänien?,Thomas Ravelli,Andreas Isaksson,Rami Shaaban,Magnus Hedman
sport,Vem vann Champions League 2005?,Liverpool,AC Milan,Barcelona,Real Madrid
sport,Vem vann damernas EM 2022?,England,Tyskland,Norge,Sverige
sport,Vem gjorde vinnarmålet i VM-finalen 2014?,Mario Götze,Lionel Messi,Neymar,Klose
sport,I vilket land spelades VM 1954?,Schweiz,Argentina,Tyskland,Italien
sport,Vem gjorde flest mål i EM-historien?,Cristiano Ronaldo,Michel Platini,Thierry Henry,Ruud van Nistelrooy
sport,Vad heter Italiens landslag i smeknamn?,Gli Azzurri,Oranje,La Roja,Les Bleus
sport,Vem vann Damernas VM 2015?,USA,Tyskland,Sverige,Japan
sport,Vem vann Champions League 2021?,Chelsea,Manchester City,Real Madrid,PSG
sport,Vem vann Ballon d’Or 1995?,George Weah,Roberto Baggio,Ronaldo,Romário
sport,Vem kallas "El Fenómeno"?,Ronaldo,Bebeto,Rivaldo,Romário
sport,Vem vann VM 1978?,Argentina,Nederländerna,Brasilien,Tyskland
sport,Vem vann EM 1988?,Nederländerna,Frankrike,Tyskland,Italien
sport,Vad heter anfallaren som avgjorde mot Italien i EM 2004?,Angelos Charisteas,Theodoros Zagorakis,Nikos Machlas,Stelios Giannakopoulos
sport,Vem vann Champions League 2013?,Bayern München,Borussia Dortmund,Real Madrid,Barcelona
sport,Vem vann skytteligan i VM 1982?,Paolo Rossi,Zico,Gerd Müller,Dino Zoff
sport,Vem kallas "Kung Eric" i Manchester United?,Eric Cantona,David Beckham,Ryan Giggs,Paul Scholes
